instrumentid,name,description
C-FHNF,The Foschini Group Limited,
C-01NX,Alpha Services and Holdings S.A.,
C-IHH1,IHH Healthcare Berhad,
C-MCYJ,Mercury NZ Limited,
C-6008X0,"Haitong Securities Co., Ltd.",
C-20026,Nisshin Seifun Group Inc.,
C-A0219,"COWAY Co., Ltd.",
C-PUIT,PT Unilever Indonesia Tbk,
C-32910,"Iida Group Holdings Co., Ltd.",
C-0LVL,LPP SA,
C-PGBD,PPB Group Berhad,
C-0005D6,"Anhui Gujing Distillery Co., Ltd.",
C-AN41,Autohome Inc.,
C-23531,Acer Incorporated,
C-410A,ACC Limited,
C-A011C,Lotte Chemical Corporation,
C-GNO3,Natura &Co Holding S.A.,
C-780A0,Tongcheng Travel Holdings Limited,
C-23500,Saudi Kayan Petrochemical Company,
C-0000H2,ZTE Corporation,
C-54280,Indian Railway Catering & Tourism Corporation Limited,
C-0005A3,"Luzhou Laojiao Co.,Ltd.",
C-REH,Reece Limited,
C-LF0E,Lightspeed Commerce Inc.,
C-IF9,Intouch Holdings Public Company Limited,
C-99211,"Giant Manufacturing Co., Ltd.",
C-28833,China Oilfield Services Limited,
C-9164,TIM S.A.,
C-5401,ICICI Prudential Life Insurance Company Limited,
C-00273,"Muyuan Foods Co., Ltd.",
C-0FWY,SalMar ASA,
C-6002G1,"Jiangsu Hengrui Medicine Co., Ltd.",
C-LAAH,Land and Houses Public Company Limited,
C-0081Q,National Bank of Greece S.A.,
C-6003X5,"Wanhua Chemical Group Co., Ltd.",
C-A2Z,UOL Group Limited,
C-36890,Oracle Corporation Japan,
C-ICBA1,IOI Corporation Berhad,
C-31403,ITOCHU Techno-Solutions Corporation,
C-40500,Yuhan Corporation,
C-6000X,"Huaneng Power International, Inc.",
C-TCEL0,Turkcell Iletisim Hizmetleri A.S.,
C-A2672,"HD Hyundai Co., Ltd.",
C-13363,New China Life Insurance Company Ltd.,
C-23710,"Kakaku.com, Inc.",
C-5347M0,Vanguard International Semiconductor Corporation,
C-15852,Yadea Group Holdings Ltd.,
C-0CE0,Cencosud S.A.,
C-ZMIS,ZIM Integrated Shipping Services Ltd.,
C-0DVR,Santander Bank Polska S.A.,
C-ALEU,Allegro.eu SA,
C-6008L0,"Shanghai Baosight Software Co.,Ltd.",
C-AA80,"Alfa, S. A. B. de C. V.",
C-6862,Haidilao International Holding Ltd.,
C-60110,Air China Limited,
C-420,Torrent Pharmaceuticals Limited,
C-NVCO,Nuvei Corporation,
C-2433,Hakuhodo DY Holdings Inc,
C-2903,China State Construction International Holdings Limited,
C-MBED0,MISC Berhad,
C-3993,CMOC Group Limited,
C-29061,Orient Overseas (International) Limited,
C-290A,MRF Limited,
C-0078E2,Haci Ömer Sabanci Holding A.S.,
C-22500,Saudi Industrial Investment Group,
C-2618,EVA Airways Corp.,
C-08H,"Shanghai Fosun Pharmaceutical (Group) Co., Ltd.",
C-0M09,Rockwool A/S,
C-2717,"Welcia Holdings Co., Ltd.",
C-002301,"S.F. Holding Co., Ltd.",
C-539410,InterGlobe Aviation Limited,
C-4FO,"Industrias Peñoles, S.A.B. de C.V.",
C-STWG,Saudi Tadawul Group Holding Company,
C-CMPC6,Empresas CMPC S.A.,
C-0LX0,CD Projekt S.A.,
C-36920,Hansoh Pharmaceutical Group Company Limited,
C-2593,"Ito En, Ltd.",
C-0QYW,Bausch Health Companies Inc.,
C-A0246,Industrial Bank of Korea,
C-0007Q0,"GF Securities Co., Ltd.",
C-2629,Mphasis Limited,
C-0QFU,KION GROUP AG,
C-GBED,Genting Berhad,
C-CRCB,Central Retail Corporation Public Company Limited,
C-BANS1,Banco Santander (Brasil) S.A.,
C-KAKO,KakaoBank Corp.,
C-0104A2,Winbond Electronics Corporation,
C-POAY,PTT Oil and Retail Business Public Company Limited,
C-9904,Pou Chen Corporation,
C-4FZ,"Orbia Advance Corporation, S.A.B. de C.V.",
C-ECV2,Elm Company,
C-20500,Savola Group Company,
C-285A,BYD Electronic (International) Company Limited,
C-I93,Indorama Ventures Public Company Limited,
C-KFO0,Kuala Lumpur Kepong Berhad,
C-ACX00,AppLovin Corporation,
C-5325M,Petronet LNG Limited,
C-NEST5,Nestlé (Malaysia) Berhad,
C-A2AA7,Bangkok Expressway and Metro Public Company Limited,
C-A004F0,Hyundai Steel Company,
C-SPP4,SCG Packaging Public Company Limited,
C-4GF,"Grupo Carso, S.A.B. de C.V.",
C-MAXI5,Maxis Berhad,
C-0GE4,United Internet AG,
C-SF29,Sime Darby Plantation Berhad,
C-AKY1,"Promotora y Operadora de Infraestructura, S. A. B. de C. V.",
C-A011B,"Kumho Petrochemical Co., Ltd.",
C-36352,"Koei Tecmo Holdings Co., Ltd.",
C-FCLM0,"F&F Co., Ltd",
C-53317,Godrej Properties Limited,
C-23561,Inventec Corporation,
C-0J39,Harmony Gold Mining Company Limited,
C-3000C,"East Money Information Co.,Ltd.",
C-0054D2,SEB SA,
C-BILI3,Bilibili Inc.,
C-A0059,"DB Insurance Co., Ltd.",
C-2105,"Cheng Shin Rubber Ind. Co., Ltd.",
C-ZLII,Zomato Limited,
C-4210,Saudi Research and Media Group,
C-23801,China Power International Development Limited,
C-2638,HK Electric Investments and HK Electric Investments Limited,
C-1378,China Hongqiao Group Limited,
C-A032L,LG Uplus Corp.,
C-17871,"Shandong Gold Mining Co., Ltd.",
C-GBK0,Gulf Bank K.S.C.P.,
C-URC0,Universal Robina Corporation,
C-36003,China Everbright Bank Company Limited,
C-INDF2,PT Indofood Sukses Makmur Tbk,
C-6018B,"China Galaxy Securities Co., Ltd.",
C-MABA,Mabanee Company K.P.S.C.,
C-4304,Dar Al Arkan Real Estate Development Company,
C-0024D1,"Luxshare Precision Industry Co., Ltd.",
C-UFW2,Ultrapar Participações S.A.,
C-148,Kingboard Holdings Limited,
C-AFBO0,African Rainbow Minerals Limited,
C-LQZ,Thai Oil Public Company Limited,
C-25700,Lupin Limited,
C-BRES0,Barwa Real Estate Company Q.P.S.C.,
C-09T,BTS Group Holdings Public Company Limited,
C-0LRI,Jumbo S.A.,
C-SGPP0,The SPAR Group Ltd,
C-JBF,Jollibee Foods Corporation,
C-4550,"Hankook Tire & Technology Co., Ltd.",
C-98LM,Türkiye Is Bankasi A.S.,
C-50234,Balkrishna Industries Limited,
C-2600,Aluminum Corporation of China Limited,
C-A2711,ORION Corp.,
C-HYHH,"Hygeia Healthcare Holdings Co., Limited",
C-000023,"Ping An Bank Co., Ltd.",
C-517O,Samvardhana Motherson International Limited,
C-54113,Bandhan Bank Limited,
C-IKP,PT Indah Kiat Pulp & Paper Tbk,
C-BCI00,Banco de Crédito e Inversiones,
C-0KAZ,Mytilineos S.A.,
C-14411,China Merchants Port Holdings Company Limited,
C-1342,Hua Hong Semiconductor Limited,
C-5094A,Berger Paints India Limited,
C-202A,China State Construction Engineering Corporation Limited,
C-RBBP,RHB Bank Berhad,
C-26331,Taiwan High Speed Rail Corporation,
C-0DPU,Proximus PLC,
C-0023K3,"Jiangsu Yanghe Brewery Joint-Stock Co., Ltd.",
C-IEES0,Interconexión Eléctrica S.A. E.S.P.,
C-20071,Country Garden Holdings Company Limited,
C-6018,"Flat Glass Group Co., Ltd.",
C-BHEO,"HYBE Co., Ltd.",
C-04703,"Parade Technologies, Ltd.",
C-10551,China Southern Airlines Company Limited,
C-358,Jiangxi Copper Company Limited,
C-6004U0,"Tongwei Co.,Ltd",
C-GENM1,Genting Malaysia Berhad,
C-BUEA,Compañía de Minas Buenaventura S.A.A.,
C-KGTF,Krung Thai Bank Public Company Limited,
C-4252,Minth Group Limited,
C-AFYO,Axiata Group Berhad,
C-ENE4,Energisa S.A.,
C-16720,"Shanghai Pudong Development Bank Co., Ltd.",
C-60128,Shaanxi Coal Industry Company Limited,
C-80460,Nan Ya Printed Circuit Board Corporation,
C-A034,"Kangwon Land, Inc.",
C-CQWA,Companhia Siderúrgica Nacional,
C-0053U1,"Aboitiz Equity Ventures, Inc.",
C-A071,"Korea Investment Holdings Co., Ltd.",
C-1898,China Coal Energy Company Limited,
C-26150,Wan Hai Lines Ltd.,
C-601T,"Beijing-Shanghai High-Speed Railway Co.,Ltd.",
C-6185,CanSino Biologics Inc.,
C-5333G,Muthoot Finance Limited,
C-2602,"Shanghai Pharmaceuticals Holding Co., Ltd",
C-39480,"Inner Mongolia Yitai Coal Co., Ltd.",
C-A0780,GS Holdings Corp.,
C-53251,Indraprastha Gas Limited,
C-20180,AAC Technologies Holdings Inc.,
C-104,Hindustan Petroleum Corporation Limited,
C-656,Fosun International Limited,
C-MBT20,Metropolitan Bank & Trust Company,
C-4301,"SKC Co., Ltd.",
C-2957,China Medical System Holdings Limited,
C-KIO1,Kumba Iron Ore Limited,
C-004791,True Corporation Public Company Limited,
C-0011HN,Sharp Corporation,
C-ODSM1,"Operadora de Sites Mexicanos, S.A.B. de C.V.",
C-DF91,Dialog Group Berhad,
C-26100,"China Airlines, Ltd.",
C-24840,Aurobindo Pharma Limited,
C-25880,BOC Aviation Limited,
C-300031,"Aier Eye Hospital Group Co., Ltd.",
C-5348X,Indus Towers Limited,
C-696,TravelSky Technology Limited,
C-39980,Bosideng International Holdings Limited,
C-AHBE,AMMB Holdings Berhad,
C-1894,Dongyue Group Limited,
C-A0088,"Hotel Shilla Co.,Ltd",
C-A016F,"Samsung Securities Co., Ltd.",
C-3002,"Sungrow Power Supply Co., Ltd.",
C-7TE1,Engie Brasil Energia S.A.,
C-083A,WIN Semiconductors Corp.,
C-30010,"Shenzhen Inovance Technology Co.,Ltd",
C-PSGF0,PT Semen Indonesia (Persero) Tbk,
C-B2DI,Americanas S.A.,
C-SBCLL,"SK Biopharmaceuticals Co., Ltd.",
C-FALA1,Falabella S.A.,
C-6008R,"Inner Mongolia Yili Industrial Group Co., Ltd.",
C-ATA7,Atacadão S.A.,
C-30FI,"360 DigiTech, Inc.",
C-SFYZ,PT Sarana Menara Nusantara Tbk.,
C-23300,Advanced Petrochemical Company,
C-INAR,Inari Amertron Berhad,
C-1ZO,"ZhongAn Online P & C Insurance Co., Ltd.",
C-300080,"EVE Energy Co., Ltd.",
C-SBCL5,"SK bioscience Co.,Ltd.",
C-48I,PT Indofood CBP Sukses Makmur Tbk,
C-175C,"Poly Developments and Holdings Group Co., Ltd.",
C-0021Q1,"Bank of Ningbo Co., Ltd.",
C-182B0,"NARI Technology Co., Ltd.",
C-17Q1,"Pharmaron Beijing Co., Ltd.",
C-KCP2,Krungthai Card Public Company Limited,
C-CEA40,CPFL Energia S.A.,
C-257,China Everbright Environment Group Limited,
C-HHVI,"Hyundai Heavy Industries Co., Ltd.",
C-392,Beijing Enterprises Holdings Limited,
C-5325L,Biocon Limited,
C-BF20,PT Barito Pacific Tbk,
C-AESI,Aselsan Elektronik Sanayi ve Ticaret Anonim Sirketi,
C-9922,Jiumaojiu International Holdings Limited,
C-FO9A,Ford Otomotiv Sanayi A.S.,
C-489,Dongfeng Motor Group Company Limited,
C-0MC5,Public Power Corporation S.A.,
C-PETD1,PETRONAS Dagangan Berhad,
C-A1391,E-MART Inc.,
C-CTGN,"China Three Gorges Renewables (Group) Co.,Ltd.",
C-7033,Mobile Telecommunications Company Saudi Arabia,
C-NVAP0,Thai Union Group Public Company Limited,
C-570,China Traditional Chinese Medicine Holdings Co. Limited,
C-853,MicroPort Scientific Corporation,
C-8464,"Nien Made Enterprise Co., LTD.",
C-A006U,Mirae Asset Securities Co. Ltd.,
C-MYTE,Telekom Malaysia Berhad,
C-18820,Haitian International Holdings Limited,
C-A2410,Doosan Bobcat Inc.,
C-123,Yuexiu Property Company Limited,
C-300372,"Hangzhou Tigermed Consulting Co., Ltd.",
C-0024K,"JA Solar Technology Co., Ltd.",
C-AWCF,Asset World Corp Public Company Limited,
C-0VVY,JOYY Inc.,
C-6004T,"Zhangzhou Pientzehuang Pharmaceutical., Ltd",
C-MNCR,Monde Nissin Corporation,
C-K3KD,"Trina Solar Co., Ltd",
C-A1281,"Hanmi Pharm. Co., Ltd.",
C-SDB2,Sime Darby Berhad,
C-3001K0,"Chongqing Zhifei Biological Products Co., Ltd.",
C-5406R,AU Small Finance Bank Limited,
C-15300,3SBio Inc.,
C-GFG3,Global Power Synergy Public Company Limited,
C-0024J1,Tianqi Lithium Corporation,
C-IJQ,Compañía Sud Americana de Vapores S.A.,
C-BRF3,BRF S.A.,
C-ECGF0,Electricity Generating Public Company Limited,
C-QL,QL Resources Berhad,
C-NVA4,Ratch Group Public Company Limited,
C-23800,Rabigh Refining and Petrochemical Company,
C-0MN3,PGE Polska Grupa Energetyczna S.A.,
C-002872,"Yunnan Energy New Material Co., Ltd.",
C-ART6,PT Bank Jago Tbk,
C-13681,Xtep International Holdings Limited,
C-A0308,Cheil Worldwide Inc.,
C-11990,COSCO SHIPPING Ports Limited,
C-0021Q3,"TCL Zhonghuan Renewable Energy Technology Co.,Ltd.",
C-JMT3,JMT Network Services Public Company Limited,
C-0035F3,Manila Electric Company,
C-1818,Zhaojin Mining Industry Company Limited,
C-0007T2,"Qinghai Salt Lake Industry Co.,Ltd",
C-772A,China Literature Limited,
C-LXHL,Lufax Holding Ltd,
C-GLO3,"Globe Telecom, Inc.",
C-INCO3,PT Vale Indonesia Tbk,
C-29172,China Taiping Insurance Holdings Company Limited,
C-15790,Yihai International Holding Ltd.,
C-694,Beijing Capital International Airport Company Limited,
C-A0069,GS Engineering & Construction Corporation,
C-23571,AviChina Industry & Technology Company Limited,
C-39000,Greentown China Holdings Limited,
C-000761,BOE Technology Group Company Limited,
C-220A,Uni-President China Holdings Ltd,
C-2669,China Overseas Property Holdings Limited,
C-OF18,Osotspa Public Company Limited,
C-A018,Hanon Systems,
C-SITCL,"SK IE Technology Co., Ltd.",
C-AKTA0,PT Aneka Tambang Tbk,
C-0020Q1,"Unigroup Guoxin Microelectronics Co., Ltd.",
C-6000Y1,"Sany Heavy Industry Co., Ltd",
C-KGAE,Kakao Games Corp.,
C-631A,Sany Heavy Equipment International Holdings Company Limited,
C-355A,Enel Chile S.A.,
C-002291,"Xinjiang Goldwind Science & Technology Co., Ltd.",
C-BJC,Berli Jucker Public Company Limited,
C-0MNQ,Cyfrowy Polsat S.A.,
C-688A,"Beijing Kingsoft Office Software, Inc.",
C-26890,Nine Dragons Paper (Holdings) Limited,
C-0023W3,"NAURA Technology Group Co., Ltd.",
C-0DU3,mBank S.A.,
C-8454,momo.com Inc.,
C-0222F,Braskem S.A.,
C-3360,Far East Horizon Limited,
C-A0207,"ILJIN MATERIALS Co., Ltd.",
C-2060,National Industrialization Company,
C-0024V1,"Rongsheng Petrochemical Co., Ltd.",
C-0RGC,"MONETA Money Bank, a.s.",
C-G400,GDS Holdings Limited,
C-1834,Ping An Healthcare and Technology Company Limited,
C-A0057,"NH Investment & Securities Co., Ltd.",
C-A2820,"BGF retail CO., LTD.",
C-BVA0,Top Glove Corporation Bhd.,
C-6008P0,"AECC Aviation Power Co.,Ltd",
C-6110,Topsports International Holdings Limited,
C-MDIY,Mr D.I.Y. Group (M) Berhad,
C-3004U,"Wens Foodstuff Group Co., Ltd.",
C-15202,Shenzhen International Holdings Limited,
C-13132,China Resources Cement Holdings Limited,
C-2128,China Lesso Group Holdings Limited,
C-441A,"Baoshan Iron & Steel Co., Ltd.",
C-0GB7,Orange Polska S.A.,
C-PAMI4,PT Adaro Minerals Indonesia Tbk,
C-4221,Emaar The Economic City,
C-60192,"China National Nuclear Power Co., Ltd.",
C-29300,Beijing Enterprises Water Group Limited,
C-6001I,China CSSC Holdings Limited,
C-A0282,"Pan Ocean Co., Ltd.",
C-177B,SAIC Motor Corporation Limited,
C-001970,"China Merchants Shekou Industrial Zone Holdings Co., Ltd.",
C-2WBA,Weibo Corporation,
C-3607,"Power Construction Corporation of China, Ltd",
C-HLC1,Hong Leong Financial Group Berhad,
C-576,"Zhejiang Expressway Co., Ltd.",
C-0CI,"China Cinda Asset Management Co., Ltd.",
C-6010B,"CSC Financial Co., Ltd.",
C-177,Jiangsu Expressway Company Limited,
C-05M,Dali Foods Group Company Limited,
C-176A,China United Network Communications Limited,
C-A1960,ALTEOGEN Inc.,
C-A000G2,"Meritz Fire & Marine Insurance Co., Ltd.",
C-13692,China Ruyi Holdings Limited,
C-1268,China MeiDong Auto Holdings Limited,
C-3F5,China Jinmao Holdings Group Limited,
C-PMIO,Pop Mart International Group Limited,
C-0001F91,"Zoomlion Heavy Industry Science and Technology Co., Ltd.",
C-SBZ0,"SD Biosensor, Inc",
C-BF1N,B.Grimm Power Public Company Limited,
C-6006X2,"Shanghai Lujiazui Finance & Trade Zone Development Co., Ltd.",
C-ACEH1,Acen Corporation,
C-6037A,"Zhejiang Huayou Cobalt Co.,Ltd",
C-AIRR,Malaysia Airports Holdings Berhad,
C-26111,"Guotai Junan Securities Co., Ltd.",
C-6009X,"Bank of Jiangsu Co., Ltd.",
C-0006G1,Chongqing Changan Automobile Company Limited,
C-A096B,"Seegene, Inc.",
C-A2631,Pearl Abyss Corp.,
C-1951,Jinxin Fertility Group Limited,
C-00056A,"Yunnan Baiyao Group Co.,Ltd",
C-1888,Kingboard Laminates Holdings Limited,
C-360L,"Bank of Nanjing Co., Ltd.",
C-A0686,"Celltrion Pharm, Inc.",
C-H7T,HUTCHMED (China) Limited,
C-A008J,"Meritz Securities Co., Ltd.",
C-196B,"Daqin Railway Co., Ltd.",
C-HAPS1,Hap Seng Consolidated Berhad,
C-179B,"China Northern Rare Earth (Group) High-Tech Co.,Ltd",
C-171A,"Inner Mongolia Baotou Steel Union Co., Ltd.",
C-0023C0,"Guangdong Haid Group Co., Limited",
C-195B,"China Merchants Securities Co., Ltd.",
C-A001E0,CJ Corporation,
C-2869,Greentown Service Group Co. Ltd.,
C-0XWG,"iQIYI, Inc.",
C-A012H,S-1 Corporation,
C-6003N0,"Hengli Petrochemical Co.,Ltd.",
C-60356,"Will Semiconductor Co., Ltd.",
C-CBG0,Carabao Group Public Company Limited,
C-300300,"Zhejiang Jingsheng Mechanical & Electrical Co., Ltd.",
C-79PA,Srisawad Corporation Public Company Limited,
C-12080,MMG Limited,
C-31V,Vinda International Holdings Limited,
C-002746,"Guangzhou Tinci Materials Technology Co., Ltd.",
C-00012,"Shenwan Hongyuan Group Co., Ltd.",
C-A257,Netmarble Corporation,
C-HAR2,Hartalega Holdings Berhad,
C-38081,Sinotruk (Hong Kong) Limited,
C-CCU0,Compañía Cervecerías Unidas S.A.,
C-956,China Suntien Green Energy Corporation Limited,
C-IKTD,"Imeik Technology Development Co.,Ltd.",
C-6038,"Hangzhou First Applied Material Co., Ltd.",
C-BAMF2,Bangkok Commercial Asset Management Public Company Limited,
C-199A,"Bank of Beijing Co., Ltd.",
C-A0236,"Lotte Shopping Co., Ltd.",
C-6011A,"Foxconn Industrial Internet Co., Ltd.",
C-552A,China Communications Services Corporation Limited,
C-0006U3,"Gree Electric Appliances, Inc. of Zhuhai",
C-754,Hopson Development Holdings Limited,
C-0008E1,"Henan Shuanghui Investment & Development Co.,Ltd.",
C-6005Q0,"Yonyou Network Technology Co.,Ltd.",
C-MTCB,Muangthai Capital Public Company Limited,
C-A2851,"SK Chemicals Co.,Ltd",
C-3007R2,"Suzhou Maxwell Technologies Co., Ltd.",
C-6000J1,"TBEA Co., Ltd.",
C-360T,"Bank of Shanghai Co., Ltd.",
C-GDNG,PT Gudang Garam Tbk,
C-6TB,PT Tower Bersama Infrastructure Tbk,
C-6009H,"Ningxia Baofeng Energy Group Co., Ltd.",
C-RTEY,RLX Technology Inc.,
C-A1389,Meritz Financial Group Inc.,
C-601V,"Ningbo Tuopu Group Co.,Ltd.",
C-0021A0,Ninestar Corporation,
C-0022F1,"iFLYTEK CO.,LTD",
C-6036V,"Shanghai Putailai New Energy Technology Co.,Ltd.",
C-0020K2,"Focus Media Information Technology Co., Ltd.",
C-603392,"Beijing Wantai Biological Pharmacy Enterprise Co., Ltd.",
C-600541,Hundsun Technologies Inc.,
C-6011I,"Jiangsu Hengli Hydraulic Co.,Ltd",
C-6008S0,"SDIC Power Holdings Co., Ltd.",
C-2E5,China Energy Engineering Corporation Limited,
C-3007P,"Ginlong Technologies Co., Ltd.",
C-600732,"GD Power Development Co.,Ltd",
C-6000W0,"Shanghai International Airport Co., Ltd.",
C-000965,"Huadong Medicine Co., Ltd",
C-NDTU,"Ningbo Deye Technology Group Co., Ltd.",
C-360S,"Bank of Hangzhou Co., Ltd.",
C-BHW,"Montage Technology Co., Ltd.",
C-MEPF1,Metro Pacific Investments Corporation,
C-A035G,"CJ ENM CO., Ltd.",
C-600543,"Jiangsu Zhongtian Technology Co., Ltd.",
C-10720,Dongfang Electric Corporation Limited,
C-0006Y,Changchun High-Tech Industries (Group) Inc.,
C-33190,"A-Living Smart City Services Co., Ltd.",
C-180B0,"Guanghui Energy Co., Ltd.",
C-A0029,AMOREPACIFIC Group,
C-GCHV,"GT Capital Holdings, Inc.",
C-0050X,CJ Logistics Corporation,
C-3001G0,"Walvax Biotechnology Co., Ltd.",
C-0029U2,"Huizhou Desay SV Automotive Co., Ltd.",
C-6002R,"YTO Express Group Co.,Ltd.",
C-688M,Advanced Micro-Fabrication Equipment Inc. China,
C-A006D,Green Cross Corporation,
C-1060,Alibaba Pictures Group Limited,
C-EAS3,Eastern Company S.A.E,
C-0022H3,Goertek Inc.,
C-6000G0,"Beijing Tongrentang Co., Ltd",
C-6007I0,"Wingtech Technology Co.,Ltd",
C-172A,"Hua Xia Bank Co., Limited",
C-5269T,ASMedia Technology Inc.,
C-11380,"COSCO SHIPPING Energy Transportation Co., Ltd.",
C-000760,"China Zhenhua (Group) Science & Technology Co., Ltd",
C-3958,Orient Securities Company Limited,
C-6036S,"Beijing United Information Technology Co.,Ltd.",
C-601I,"Zhejiang Chint Electrics Co., Ltd.",
C-00085,"New Hope Liuhe Co.,Ltd.",
C-3006U3,"Yealink Network Technology Co., Ltd.",
C-SLBV,"Sitios Latinoamérica, S.A.B. de C.V.",
C-00202,Zhejiang NHU Company Ltd.,
C-10301,Seazen Group Limited,
C-6004F1,"Shandong Hualu-Hengsheng Chemical Co., Ltd.",
C-60328,StarPower Semiconductor Ltd.,
C-YKAH,"Yihai Kerry Arawana Holdings Co., Ltd",
C-60183,"China Merchants Energy Shipping Co., Ltd.",
C-6039B,GigaDevice Semiconductor (Beijing) Inc.,
C-002632,"Shijiazhuang Yiling Pharmaceutical Co., Ltd.",
C-0029F5,"Avary Holding(Shenzhen)Co., Limited",
C-0027B1,"Yongxing Special Materials Technology Co.,Ltd",
C-0001YX3,TCL Technology Group Corporation,
C-0027L3,"Guosen Securities Co., Ltd.",
C-0EC,Everbright Securities Company Limited,
C-600760,HUAYU Automotive Systems Company Limited,
C-597,China Resources Microelectronics Limited,
C-0020R7,"Gotion High-tech Co.,Ltd.",
C-2081,"Founder Securities Co., Ltd.",
C-3004R1,"Chaozhou Three-Circle (Group) Co.,Ltd.",
C-16188,Metallurgical Corporation of China Ltd.,
C-30046,"Thunder Software Technology Co.,Ltd.",
C-CIS4,"Converge Information and Communications Technology Solutions, Inc.",
C-NSIY,"National Silicon Industry Group Co., Ltd.",
C-3007R1,Maxscend Microelectronics Company Limited,
C-6000P0,"Sichuan Road & Bridge Co.,Ltd",
C-60164,Ming Yang Smart Energy Group Limited,
C-6001S0,"Chongqing Brewery Co., Ltd.",
C-0003L9,"Jiangsu Eastern Shenghong Co., Ltd.",
C-6001Y,"China Jushi Co., Ltd.",
C-300611,SG Micro Corp,
C-60332,"Jiangsu King's Luck Brewery Joint-Stock Co., Ltd.",
C-60160,"Shanxi Lu'an Environmental Energy Development Co., Ltd.",
C-6036,"Ningbo Orient Wires & Cables Co.,Ltd.",
C-2720,Shanghai Electric Group Company Limited,
C-0009J5,"China Resources Sanjiu Medical & Pharmaceutical Co., Ltd.",
C-PYTC,"Pylon Technologies Co., Ltd.",
C-00282A,"Asymchem Laboratories (Tianjin) Co., Ltd.",
C-3007T,"Shenzhen Dynanonic Co., Ltd",
C-3004D,Sangfor Technologies Inc.,
C-60319,"Wuxi Shangji Automation Co., Ltd.",
C-3ST,360 Security Technology Inc.,
C-4LY1,EFG-Hermes Holding S.A.E,
C-60322,"Hoshine Silicon Industry Co., Ltd.",
C-60139,"Industrial Securities Co.,Ltd.",
C-600791,"Shanghai Jin Jiang International Hotels Co., Ltd.",
C-000914,"Shanxi Coking Coal Energy Group Co.,Ltd.",
C-3004G0,"Lens Technology Co., Ltd.",
C-0009T,Unisplendour Corporation Limited,
C-0004C0,Zangge Mining Company Limited,
C-173B,"Shanghai International Port (Group) Co., Ltd.",
C-3007I,Shenzhen S.C New Energy Technology Corporation,
C-300053,"Hithink RoyalFlush Information Network Co., Ltd.",
C-1877,"Shanghai Junshi Biosciences Co., Ltd.",
C-68819,"Western Superconducting Technologies Co., Ltd.",
C-600110,China Eastern Airlines Corporation Limited,
C-601N,"Bank of Chengdu Co., Ltd.",
C-20160,"China Zheshang Bank Co., Ltd",
C-6001H0,"Zhejiang Juhua Co., Ltd.",
C-60042,"Hangzhou Silan Microelectronics Co., Ltd",
C-002699,"Satellite Chemical Co.,Ltd.",
C-197A,"China National Chemical Engineering Co., Ltd",
C-3004J0,"Mango Excellent Media Co., Ltd.",
C-0023O1,"Suzhou Dongshan Precision Manufacturing Co., Ltd.",
C-603880,Oppein Home Group Inc.,
C-6033P,"Anjoy Foods Group Co., Ltd.",
C-000652,"Pangang Group Vanadium & Titanium Resources Co., Ltd.",
C-6CI,CIFI Holdings (Group) Co. Ltd.,
C-603990,"Yifeng Pharmacy Chain Co., Ltd.",
C-688Y,"Shenzhen Transsion Holdings Co., Ltd.",
C-MYCG,Ming Yuan Cloud Group Holdings Limited,
C-1071,Huadian Power International Corporation Limited,
C-6003I2,"Shan Xi Huayang Group New Energy Co.,Ltd.",
C-0020J,"AVIC Electromechanical Systems Co.,Ltd",
C-YBBT,Yunnan Botanee Bio-Technology Group Co.LTD,
C-3000Y0,"Lepu Medical Technology (Beijing) Co., Ltd.",
C-60382,Shanghai M&G Stationery Inc.,
C-3002X0,"Sunwoda Electronic Co.,Ltd",
C-SZNI,"Shenzhen New Industries Biomedical Engineering Co., Ltd.",
C-0028U3,Guangzhou Shiyuan Electronic Technology Company Limited,
C-6006M,"Sichuan Chuantou Energy Co.,Ltd.",
C-600880,"Ningbo Shanshan Co.,Ltd.",
C-6005S0,"JCET Group Co., Ltd.",
C-0009F0,"Yintai Gold Co., Ltd.",
C-60072,Topchoice Medical Corporation,
C-0022D3,"Chengxin Lithium Group Co., Ltd.",
C-600320,Guangzhou Baiyunshan Pharmaceutical Holdings Company Limited,
C-6008N,"ENN Natural Gas Co., Ltd.",
C-60185,"Zheshang Securities Co., Ltd.",
C-00070,"Jiugui Liquor Co., Ltd.",
C-600050,"Yunnan Yuntianhua Co., Ltd.",
C-0007F,"Shanxi Meijin Energy Co.,Ltd.",
C-6004X0,"Hengtong Optic-Electric Co., Ltd.",
C-0027L7,"Sinomine Resource Group Co., Ltd.",
C-181A,Gemdale Corporation,
C-002655,"LB Group Co., Ltd.",
C-600260,"Shandong Nanshan Aluminium Co.,Ltd.",
C-0023L1,"Beijing Dabeinong Technology Group Co.,Ltd.",
C-3003Y1,"Suzhou TA&A ultra clean technology Co.,Ltd.",
C-ZSCT,"Zhongtai Securities Co., Ltd.",
C-3006N2,"Shenzhen Kangtai Biological Products Co., Ltd.",
C-0024O6,"Wuhan Guide Infrared Co., Ltd.",
C-60112,"Seazen Holdings Co., Ltd",
C-6880F,"Ningbo Ronbay New Energy Technology Co., Ltd.",
C-0026Q,"Kuang-Chi Technologies Co., Ltd.",
C-0007L1,Beijing New Building Materials Public Limited Company,
C-002910,Shennan Circuit Company Limited,
C-3006O0,"Weihai Guangwei Composites Co., Ltd.",
